日期,区域,城市,产品线,销售额,销量,毛利
2025-10-22,华东,上海,配件,3493.72,3,1175.28
2025-10-22,华东,上海,专业版,18801.26,21,10197.53
2025-10-22,华东,上海,专业版,13681.86,8,7577.14
2025-10-23,华东,南京,标准版,14999.23,15,5971.0
2025-10-23,华东,杭州,标准版,9227.85,6,3705.12
2025-10-23,华东,杭州,标准版,8399.33,3,3818.02
2025-10-26,华中,长沙,配件,11992.39,6,3985.91
2025-10-26,华东,杭州,专业版,10767.01,4,5756.3
2025-10-26,西南,重庆,专业版,2129.21,1,1151.2
2025-10-27,华东,杭州,标准版,22568.24,7,9881.95
2025-10-27,华东,南京,标准版,27716.96,11,11134.73
2025-10-27,西南,成都,标准版,6723.7,2,2979.95
2025-10-28,华中,武汉,旗舰版,14632.58,6,9219.1
2025-10-28,华南,广州,标准版,32729.13,22,13510.4
2025-10-29,华南,广州,专业版,4827.8,2,2698.62
2025-10-29,华南,广州,专业版,23445.23,8,13330.55
2025-10-30,华南,广州,标准版,5108.03,2,2277.53
2025-10-30,华东,南京,标准版,10946.03,4,4515.99
2025-10-30,华中,长沙,专业版,5202.31,1,2892.79
2025-10-30,华中,武汉,配件,10791.15,5,3720.4
2025-10-30,华东,杭州,标准版,12151.47,5,5383.39
2025-10-31,华北,天津,配件,16174.52,5,5858.88
2025-10-31,华东,杭州,旗舰版,3334.35,1,1989.55
2025-10-31,华东,杭州,专业版,27024.66,10,15914.74
2025-10-31,华北,北京,专业版,23848.57,15,13852.33
2025-10-31,华东,南京,标准版,25981.87,10,10956.04
2025-11-01,华东,杭州,专业版,3658.31,1,2018.46
2025-11-01,西南,重庆,标准版,3477.83,2,1487.69
2025-11-02,华南,广州,专业版,15189.45,18,8524.94
2025-11-02,华南,广州,标准版,6672.67,4,2755.41
2025-11-02,华南,深圳,标准版,1971.02,1,863.14
2025-11-03,华南,深圳,标准版,4277.29,1,1934.99
2025-11-04,西南,重庆,旗舰版,7228.52,4,4604.63
2025-11-04,华东,杭州,旗舰版,6021.75,7,3717.69
2025-11-05,华东,杭州,配件,4152.08,1,1504.17
2025-11-05,华南,深圳,旗舰版,13872.73,12,8417.12
2025-11-06,华南,深圳,标准版,13170.03,6,5512.4
2025-11-06,华北,天津,标准版,13238.59,5,5817.27
2025-11-06,华东,上海,专业版,13119.51,5,7490.69
2025-11-06,华东,上海,专业版,16679.59,15,9595.06
2025-11-06,华东,南京,专业版,5410.96,2,3070.94
2025-11-07,西南,重庆,标准版,13520.92,10,5571.11
2025-11-07,华中,武汉,专业版,2398.39,1,1292.56
2025-11-08,华北,北京,标准版,15986.95,6,6751.99
2025-11-08,华南,深圳,标准版,15192.94,17,6428.94
2025-11-08,华北,天津,标准版,12960.74,4,5882.42
2025-11-08,华东,杭州,专业版,9815.07,7,5235.44
2025-11-09,华东,上海,专业版,8563.9,8,4531.13
2025-11-09,华中,长沙,专业版,5603.53,2,2836.15
2025-11-10,西南,成都,专业版,10885.31,7,5599.67
2025-11-11,华南,广州,旗舰版,30803.27,14,20053.53
2025-11-12,华南,广州,配件,7033.13,7,2431.59
2025-11-13,华东,南京,配件,3871.71,2,1345.26
2025-11-13,华东,杭州,标准版,34991.93,12,14590.39
2025-11-13,华中,武汉,标准版,17432.12,6,7572.67
2025-11-13,华北,北京,标准版,12146.75,10,4874.58
2025-11-14,西南,成都,标准版,40348.07,26,16733.09
2025-11-14,华北,北京,专业版,16934.51,9,9988.55
2025-11-15,华中,长沙,标准版,9675.07,3,4172.22
2025-11-15,华南,深圳,配件,24611.76,25,9031.21
2025-11-16,华东,南京,专业版,12236.37,4,7056.86
2025-11-16,华北,北京,专业版,6350.63,3,3614.28
2025-11-16,华南,深圳,标准版,7423.74,4,2870.12
2025-11-16,华南,广州,配件,13048.45,7,4557.13
2025-11-16,华北,北京,配件,16351.57,11,6124.21
2025-11-17,华北,北京,标准版,7749.1,5,3267.1
2025-11-17,华东,杭州,专业版,24784.55,15,12850.36
2025-11-18,华北,北京,配件,14977.95,7,5172.61
2025-11-18,华中,长沙,标准版,30378.62,15,11771.04
2025-11-18,华东,上海,配件,4548.27,3,1513.25
2025-11-19,华东,南京,旗舰版,18893.62,13,11810.03
2025-11-19,华南,广州,专业版,5397.28,2,3048.25
2025-11-19,华北,北京,配件,10116.83,4,3483.4
2025-11-20,华东,杭州,标准版,16732.98,12,6782.43
2025-11-20,西南,成都,配件,12477.19,5,4410.53
2025-11-20,华北,北京,专业版,5563.57,2,3201.23
2025-11-21,华南,广州,旗舰版,9670.9,6,5922.24
2025-11-21,华东,上海,专业版,28488.81,17,15381.85
2025-11-21,华北,天津,配件,5478.83,2,1921.95
2025-11-21,华东,南京,旗舰版,7282.31,3,4913.0
2025-11-21,西南,成都,专业版,7785.92,6,4336.85
2025-11-21,华北,天津,配件,17877.52,7,6225.0
2025-11-22,华南,广州,旗舰版,6434.86,4,3968.37
2025-11-22,华中,武汉,配件,13729.03,6,5315.21
2025-11-23,华南,深圳,配件,29274.29,18,11068.53
2025-11-23,西南,重庆,配件,7695.05,5,2852.5
2025-11-23,华东,杭州,标准版,19225.97,14,8055.64
2025-11-24,华南,广州,配件,2639.78,1,919.56
2025-11-24,华北,北京,旗舰版,4713.42,3,2951.06
2025-11-24,华中,长沙,专业版,24233.51,10,12808.07
2025-11-24,华中,长沙,标准版,33088.07,26,14194.52
2025-11-25,华南,深圳,专业版,12760.55,6,7270.07
2025-11-25,华东,南京,标准版,8834.32,5,3779.25
2025-11-26,华北,北京,专业版,8021.26,2,4349.61
2025-11-26,华南,深圳,标准版,9127.1,3,3799.06
2025-11-27,华南,广州,旗舰版,32020.92,15,18943.42
2025-11-28,华中,长沙,标准版,23810.85,13,9692.97
2025-11-28,华北,天津,专业版,8769.16,3,4163.34
2025-11-29,华东,杭州,标准版,5250.24,3,2188.14
2025-11-29,华北,天津,专业版,12757.15,8,6812.71
2025-11-29,华东,上海,旗舰版,3157.07,1,2039.85
2025-11-30,华东,上海,专业版,18276.29,13,9141.59
2025-12-01,华北,北京,标准版,6165.36,3,2642.23
2025-12-01,华北,北京,旗舰版,13081.37,6,7911.95
2025-12-02,华北,天津,标准版,12382.6,6,5574.43
2025-12-03,华东,南京,标准版,5000.34,2,2298.46
2025-12-03,华东,杭州,专业版,9915.32,3,5469.6
2025-12-03,华东,上海,标准版,12178.87,4,5528.43
2025-12-03,华北,天津,旗舰版,55728.2,47,35665.63
2025-12-03,华南,广州,标准版,12583.66,8,5316.5
2025-12-03,华东,上海,专业版,37818.47,36,20295.46
2025-12-03,华南,深圳,配件,21626.62,8,7409.31
2025-12-04,华南,深圳,旗舰版,4936.41,2,3269.75
2025-12-04,华东,南京,专业版,7020.15,4,3952.8
2025-12-05,华北,北京,标准版,21235.57,10,8771.44
2025-12-05,华北,天津,标准版,8532.72,3,3312.98
2025-12-05,华南,广州,标准版,5500.62,2,2302.54
2025-12-06,西南,成都,配件,20319.22,7,7257.11
2025-12-06,西南,成都,标准版,27859.54,11,11309.65
2025-12-06,华北,北京,标准版,18040.84,7,7397.08
2025-12-06,华南,广州,旗舰版,7419.96,7,4517.01
2025-12-07,华北,北京,专业版,9357.13,3,5454.48
2025-12-09,华南,广州,配件,73464.47,55,26319.52
2025-12-09,华南,广州,标准版,20233.22,8,9236.35
2025-12-09,华中,长沙,专业版,10012.68,3,5320.39
2025-12-09,华南,深圳,专业版,2179.8,1,1206.06
2025-12-10,华东,杭州,标准版,9058.5,3,3912.89
2025-12-10,华东,杭州,专业版,8917.52,10,4922.25
2025-12-11,华东,杭州,标准版,22660.51,19,9579.08
2025-12-11,华南,深圳,专业版,12406.3,8,6779.83
2025-12-11,华中,武汉,标准版,10098.11,4,4149.93
2025-12-12,华南,广州,专业版,11017.51,6,6417.38
2025-12-13,华南,广州,专业版,13252.8,5,7347.01
2025-12-13,华南,广州,专业版,6761.91,3,3666.25
2025-12-13,华北,北京,配件,10241.82,5,3676.9
2025-12-14,华东,南京,标准版,13988.75,13,5988.23
2025-12-14,西南,成都,专业版,5040.27,1,2967.7
2025-12-14,华南,广州,标准版,9291.35,6,3870.2
2025-12-14,华东,杭州,配件,3378.55,1,1135.82
2025-12-14,华北,天津,标准版,22053.42,9,8979.26
2025-12-14,华东,上海,专业版,4839.72,3,2801.22
2025-12-15,西南,成都,旗舰版,4820.94,3,2645.55
2025-12-15,华北,天津,旗舰版,9488.65,5,6127.32
2025-12-16,华东,上海,旗舰版,34503.36,27,20746.61
2025-12-16,华北,北京,标准版,5337.84,2,2480.83
2025-12-16,华北,天津,旗舰版,10925.93,13,6531.03
2025-12-16,华北,北京,专业版,6256.57,3,3395.43
2025-12-17,华南,广州,专业版,6632.72,6,3488.8
2025-12-17,华北,天津,旗舰版,6787.27,2,4161.3
2025-12-17,西南,重庆,专业版,3454.99,4,1992.25
2025-12-17,华东,南京,配件,5483.38,2,1915.79
2025-12-18,华南,深圳,配件,1562.01,1,520.9
2025-12-18,华东,杭州,专业版,15975.07,5,9088.34
2025-12-18,华北,天津,标准版,4747.79,2,2050.01
2025-12-19,华南,广州,标准版,4487.49,3,1863.76
2025-12-19,华东,上海,配件,5797.8,2,2086.88
2025-12-19,华东,杭州,配件,3457.23,1,1282.58
2025-12-19,华南,深圳,旗舰版,6755.2,2,4161.74
2025-12-21,华东,上海,标准版,9402.09,6,3531.48
2025-12-21,华中,长沙,专业版,6426.68,2,3592.48
2025-12-22,西南,重庆,旗舰版,12048.09,4,7465.71
2025-12-23,华北,北京,专业版,8643.94,3,4609.34
2025-12-23,华东,上海,专业版,27289.24,16,14486.16
2025-12-23,华东,上海,标准版,10257.62,3,3980.62
2025-12-24,华东,上海,标准版,7585.84,3,3154.47
2025-12-25,华中,长沙,标准版,9677.82,3,4039.24
2025-12-25,华东,杭州,标准版,5706.58,3,2503.28
2025-12-26,华南,深圳,专业版,7781.92,4,4282.38
2025-12-27,华东,南京,专业版,5839.09,6,3374.31
2025-12-28,华北,北京,专业版,1872.17,1,990.16
2025-12-28,华东,南京,专业版,12046.47,4,6910.14
2025-12-28,华南,广州,专业版,10123.16,4,5277.53
2025-12-29,华东,杭州,旗舰版,8776.76,8,5431.71
2025-12-29,华南,深圳,配件,13437.12,11,4686.31
2025-12-30,华南,广州,标准版,5626.2,3,2333.92
2025-12-30,华中,长沙,标准版,14223.71,7,6124.82
2025-12-31,华南,广州,标准版,5888.86,2,2419.63
2025-12-31,华东,南京,标准版,8226.77,4,3742.58
2025-12-31,华东,杭州,配件,3470.07,2,1178.28
2025-12-31,华北,天津,标准版,13015.67,4,5858.72
2025-12-31,华北,天津,旗舰版,5306.95,2,3213.7
2026-01-01,华中,长沙,标准版,20582.0,20,8175.36
2026-01-01,华中,长沙,标准版,4327.02,2,1803.79
2026-01-02,华东,南京,标准版,12453.95,4,5431.28
2026-01-02,华北,北京,标准版,14147.24,5,5822.41
2026-01-02,华北,天津,标准版,4901.78,4,2114.04
2026-01-02,西南,重庆,专业版,6225.07,6,3130.34
2026-01-03,华东,南京,专业版,8721.98,3,4785.23
2026-01-03,华东,上海,旗舰版,12223.54,9,7534.56
2026-01-04,华东,上海,标准版,51629.46,25,21781.17
2026-01-04,华东,上海,旗舰版,9060.79,3,5677.75
2026-01-05,华南,深圳,专业版,8063.52,3,4435.73
2026-01-05,华东,杭州,配件,4023.2,4,1430.49
2026-01-06,华南,深圳,配件,5788.91,2,2047.13
2026-01-06,华东,杭州,标准版,12704.42,6,5215.54
2026-01-06,华南,深圳,专业版,4886.69,1,2711.0
2026-01-06,华东,杭州,标准版,12333.32,10,5004.33
2026-01-07,华北,北京,专业版,13384.88,5,7097.68
2026-01-07,华北,天津,标准版,12102.85,4,4882.99
2026-01-08,华南,广州,专业版,8284.65,2,4885.18
2026-01-08,华南,广州,标准版,4234.79,1,1719.91
2026-01-09,华东,杭州,标准版,8433.25,4,3325.03
2026-01-09,华北,北京,配件,5681.14,4,1954.83
2026-01-10,西南,成都,标准版,12939.54,5,5126.68
2026-01-10,华东,南京,标准版,5926.86,2,2615.35
2026-01-10,华北,北京,专业版,21281.37,26,12152.21
2026-01-10,华东,杭州,标准版,16962.77,10,7665.69
2026-01-11,华南,广州,标准版,7528.68,5,3020.28
2026-01-11,华中,武汉,专业版,14325.4,9,7104.57
2026-01-12,华北,天津,标准版,10785.88,10,4763.37
2026-01-12,华东,南京,标准版,6676.28,2,2516.79
2026-01-12,华东,南京,专业版,4140.46,1,2310.08
2026-01-12,华南,深圳,专业版,27603.81,15,15168.29
2026-01-13,华东,南京,标准版,4738.14,1,2032.6
2026-01-13,华北,北京,标准版,10074.38,10,4110.48
2026-01-14,华东,南京,专业版,8722.93,3,4606.61
2026-01-14,华东,杭州,专业版,22523.98,24,12220.92
2026-01-16,华南,深圳,标准版,6280.21,2,2532.88
2026-01-16,西南,成都,旗舰版,11218.73,4,6949.09
2026-01-16,华北,北京,旗舰版,15917.19,11,10032.85
2026-01-16,华北,天津,专业版,30399.61,11,16679.48
2026-01-17,西南,重庆,标准版,8875.43,3,3689.06
2026-01-17,华南,广州,旗舰版,19175.03,6,11213.59
2026-01-18,华南,广州,专业版,11665.33,4,6307.98
2026-01-18,华东,南京,配件,3168.15,1,1168.86
2026-01-19,华东,杭州,标准版,14791.97,17,5949.18
2026-01-21,华中,武汉,标准版,20686.02,13,8829.54
2026-01-21,华中,武汉,标准版,6860.42,6,2830.29
2026-01-21,华南,广州,配件,4604.53,4,1598.03
2026-01-21,华中,武汉,专业版,3700.0,1,2300.53
2026-01-21,华北,天津,旗舰版,2231.15,1,1452.92
2026-01-22,华东,杭州,专业版,9081.54,4,4663.31
2026-01-22,华南,广州,专业版,6086.6,2,3347.1
2026-01-23,西南,成都,专业版,14998.74,10,8264.94
2026-01-23,华南,深圳,标准版,23811.71,8,9764.43
2026-01-23,西南,重庆,专业版,9215.36,5,5241.91
2026-01-24,华东,杭州,旗舰版,7822.8,2,5041.55
2026-01-24,华南,深圳,旗舰版,6489.75,7,3992.39
2026-01-24,华中,长沙,标准版,37327.07,12,16406.14
2026-01-25,华北,北京,专业版,18271.05,6,9513.27
2026-01-25,西南,重庆,配件,6553.68,2,2236.28
2026-01-25,华中,武汉,专业版,15276.69,5,8629.67
2026-01-25,华东,南京,旗舰版,14937.05,8,8772.11
2026-01-26,华东,上海,配件,12761.04,6,4316.09
2026-01-26,华南,深圳,标准版,11220.23,5,4718.21
2026-01-26,华东,南京,专业版,4612.64,3,2518.74
2026-01-26,华南,深圳,专业版,20826.6,10,11576.14
2026-01-27,华东,杭州,配件,18033.32,9,6815.49
2026-01-27,西南,重庆,标准版,5903.33,4,2391.93
2026-01-28,华北,北京,专业版,10459.54,7,5214.54
2026-01-28,华东,杭州,旗舰版,8256.28,3,5198.2
2026-01-28,华中,武汉,标准版,12774.58,12,5164.61
2026-01-28,华南,深圳,专业版,5140.1,3,2833.57
2026-01-28,华北,北京,专业版,19282.11,8,11672.39
2026-01-29,华南,广州,标准版,5036.09,5,1919.38
2026-01-30,华北,天津,配件,5734.69,2,1907.12
2026-01-31,华南,广州,配件,8837.69,9,3122.63
2026-01-31,华北,天津,旗舰版,5290.68,2,3258.0
2026-02-01,华南,深圳,标准版,8723.05,3,3850.66
2026-02-01,华东,上海,标准版,22136.45,10,8563.79
2026-02-01,华南,深圳,专业版,6464.29,3,3572.97
2026-02-01,华北,北京,标准版,6464.4,3,2688.49
2026-02-01,华北,北京,旗舰版,38672.14,43,21959.87
2026-02-01,华东,南京,专业版,8562.58,4,4705.75
2026-02-01,华北,北京,标准版,3120.87,1,1365.13
2026-02-02,华北,北京,标准版,39255.21,14,17706.05
2026-02-02,华南,广州,标准版,9221.32,5,3909.51
2026-02-02,华东,上海,旗舰版,13146.06,12,8290.1
2026-02-03,华东,上海,标准版,11959.38,6,5029.05
2026-02-04,西南,成都,标准版,51850.65,26,22663.57
2026-02-04,华北,天津,标准版,6408.24,3,2870.54
2026-02-04,西南,重庆,配件,12664.2,5,4029.41
2026-02-04,华东,杭州,配件,10366.79,5,3606.11
2026-02-05,华南,广州,专业版,10943.85,5,6154.53
2026-02-05,华东,杭州,旗舰版,3597.75,1,2279.37
2026-02-05,西南,重庆,标准版,9636.82,5,4465.68
2026-02-05,华东,南京,标准版,23916.14,16,10348.55
2026-02-06,西南,重庆,配件,20763.81,10,6749.61
2026-02-06,华东,南京,标准版,7004.27,2,2896.49
2026-02-06,华南,深圳,旗舰版,20675.02,9,13782.3
2026-02-07,华北,天津,标准版,10131.24,11,4332.2
2026-02-07,西南,重庆,专业版,11119.54,6,6293.02
2026-02-07,华东,杭州,旗舰版,17871.64,19,11593.43
2026-02-07,西南,成都,专业版,18303.45,17,10487.17
2026-02-08,华北,北京,专业版,10519.07,8,5562.8
2026-02-08,华中,武汉,专业版,3131.26,3,1716.05
2026-02-08,华北,天津,标准版,8368.58,3,3608.43
2026-02-08,华南,广州,专业版,10705.15,9,5722.57
2026-02-08,华南,广州,专业版,5346.36,2,3014.07
2026-02-09,华南,广州,标准版,17705.56,6,7227.05
2026-02-09,华南,深圳,旗舰版,9711.38,6,6123.95
2026-02-09,华北,北京,专业版,15829.54,18,8459.88
2026-02-09,华北,北京,标准版,9285.5,4,3645.36
2026-02-09,华中,长沙,标准版,21477.98,12,8572.58
2026-02-09,华中,长沙,旗舰版,7154.59,4,4039.04
2026-02-09,华东,杭州,标准版,22989.01,8,9568.73
2026-02-09,华南,广州,专业版,5222.67,4,2906.28
2026-02-10,西南,成都,标准版,4699.32,3,1827.29
2026-02-10,西南,重庆,专业版,15457.93,13,8774.36
2026-02-10,华北,北京,标准版,7944.5,3,3161.59
2026-02-11,华中,武汉,专业版,9242.53,3,4717.88
2026-02-11,华北,北京,旗舰版,30484.89,15,17776.11
2026-02-11,华南,深圳,旗舰版,8188.92,7,4687.01
2026-02-11,华东,杭州,旗舰版,3252.59,1,1798.46
2026-02-11,华中,武汉,标准版,6438.76,3,2981.82
2026-02-11,华中,长沙,配件,35669.89,12,12121.2
2026-02-12,华东,南京,旗舰版,10386.76,6,6284.42
2026-02-12,华南,深圳,标准版,15354.21,6,5819.63
2026-02-12,华东,杭州,标准版,9131.79,5,3713.44
2026-02-12,华东,上海,配件,1423.31,1,542.31
2026-02-13,华东,南京,旗舰版,6417.08,2,4316.39
2026-02-13,华东,杭州,旗舰版,29286.55,24,17461.52
2026-02-13,华中,长沙,标准版,20084.48,21,8299.76
2026-02-13,西南,成都,配件,12169.28,7,4624.82
2026-02-14,华东,南京,配件,7002.44,2,2316.19
2026-02-14,华中,武汉,标准版,16942.82,5,6144.76
2026-02-14,华东,南京,专业版,42020.27,14,22493.33
2026-02-14,西南,重庆,标准版,4796.46,1,2118.66
2026-02-14,华东,南京,专业版,4004.8,1,2193.71
2026-02-15,华东,杭州,标准版,10260.9,3,4168.4
2026-02-16,华南,广州,旗舰版,10284.96,3,6284.79
2026-02-16,华南,深圳,标准版,29158.02,10,11404.77
2026-02-17,华东,南京,专业版,23545.17,12,12779.74
2026-02-17,华东,南京,标准版,1744.76,1,674.42
2026-02-17,华东,上海,标准版,7310.15,2,2826.66
2026-02-17,西南,重庆,专业版,20826.14,9,11484.27
2026-02-17,华东,上海,旗舰版,6894.48,3,4295.94
2026-02-18,华东,杭州,标准版,6977.53,3,3087.49
2026-02-18,华东,上海,旗舰版,8071.17,9,4792.66
2026-02-18,华南,广州,标准版,9650.9,10,4385.44
2026-02-19,华北,天津,旗舰版,13535.48,11,8323.23
2026-02-19,华南,深圳,旗舰版,8083.23,7,5129.1
2026-02-20,华东,上海,标准版,5113.43,1,2119.15
2026-02-20,华东,杭州,旗舰版,11061.93,4,6369.33
2026-02-20,华东,杭州,旗舰版,4001.86,2,2587.54
